lang_iso_code,concept_id,ortho_form,raw_ipa,next_step
hun,85,áramlat,aːrɒmlɒt,validate
hun,86,csepp,t͡ʃɛpː,validate
hun,87,hab,hɒb,validate
hun,87,tajték,tɒjteːk,validate
hun,88,piszok,pisok,validate
hun,89,tó,toː,validate
hun,90,mocsár,mot͡ʃaːr,validate
hun,91,láp,laːp,validate
hun,92,rét,reːt,validate
hun,92,mező,mɛzøː,validate
hun,93,erdő,ɛrdøː,validate
hun,94,domb,domb,validate
hun,95,magaslat,mɒɡɒʃlɒt,validate
hun,96,hegy,hɛɟ,validate
hun,97,csúcs,t͡ʃuːt͡ʃ,validate
hun,98,barlang,bɒrlɒnɡ,validate
hun,99,lejtő,lɛjtøː,validate
hun,100,forrás,forːaːʃ,validate
hun,101,patak,pɒtɒk,validate
hun,102,folyó,fojoː,validate
hun,103,part,pɒrt,validate
hun,104,tengerpart,tɛnɡɛrpɒrt,validate
hun,105,szárazföld,saːrɒzføld,validate
hun,106,tenger,tɛnɡɛr,validate
hun,107,öböl,øbøl,validate
hun,108,sziget,siɡɛt,validate
hun,109,virág,viraːɡ,validate
hun,110,fű,fyː,validate
hun,111,gyökér,ɟøkeːr,validate
hun,112,fa,fɒ,validate
hun,113,tő,tøː,validate
hun,113,törzs,tørʒ,validate
hun,114,kéreg,keːrɛɡ,validate
hun,115,ág,aːɡ,validate
hun,116,gally,ɡɒjː,validate
hun,117,levél,lɛveːl,validate
hun,118,nyír,ɲiːr,validate
hun,119,fenyő,fɛɲøː,validate
hun,120,fűz,fyːz,validate
hun,121,fenyő,fɛɲøː,validate
hun,122,szarv,sɒrv,validate
hun,123,toll,tolː,validate
hun,124,szőr,søːr,validate
hun,124,bunda,bundɒ,validate
hun,125,szárny,saːrɲ,validate
hun,126,köröm,kørøm,validate
hun,127,karom,kɒrom,validate
hun,128,farok,fɒrok,validate
hun,129,tojás,tojaːʃ,validate
hun,130,fészek,feːsɛk,validate
hun,131,odú,oduː,validate
hun,132,állat,aːlːɒt,validate
hun,133,nyáj,ɲaːj,validate
hun,133,csorda,t͡ʃordɒ,validate
hun,134,tehén,tɛheːn,validate
hun,135,bika,bikɒ,validate
hun,136,ló,loː,validate
hun,137,juh,juh,validate
hun,137,birka,birkɒ,validate
hun,138,sertés,ʃɛrteːʃ,validate
hun,139,eb,ɛb,validate
hun,139,kutya,kucɒ,validate
hun,140,macska,mɒt͡ʃkɒ,validate
hun,141,medve,mɛdvɛ,validate
hun,142,mókus,moːkuʃ,validate
hun,143,jávorszarvas,jaːvorsɒrvɒʃ,validate
hun,144,róka,roːkɒ,validate
hun,145,nyúl,ɲuːl,validate
hun,146,egér,ɛɡeːr,validate
hun,147,farkas,fɒrkɒʃ,validate
hun,148,madár,mɒdaːr,validate
hun,149,raj,rɒj,validate
hun,150,tyúk,cuːk,validate
hun,151,kakas,kɒkɒʃ,validate
hun,152,lúd,luːd,validate
hun,152,liba,libɒ,validate
hun,153,sas,ʃɒʃ,validate
hun,154,kacsa,kɒt͡ʃɒ,validate
hun,155,bagoly,bɒɡoj,validate
hun,156,daru,dɒru,validate
hun,157,varjú,vɒrjuː,validate
hun,158,kakukk,kɒkukː,validate
hun,159,hattyú,hɒcːuː,validate
hun,160,hal,hɒl,validate
hun,161,sügér,ʃyɡeːr,validate
hun,162,csuka,t͡ʃukɒ,validate
hun,163,kígyó,kiːɟoː,validate
hun,164,kukac,kukɒt͡s,validate
hun,165,pók,poːk,validate
hun,166,hangya,hɒnɟɒ,validate
hun,167,tetű,tɛtyː,validate
hun,168,szúnyog,suːɲoɡ,validate
hun,169,légy,leːɟ,validate
hun,170,lepke,lɛpkɛ,validate
hun,170,pillangó,pilːɒnɡoː,validate
hun,171,bogyó,boɟoː,validate
hun,172,alma,ɒlmɒ,validate
hun,173,gomba,ɡombɒ,validate
hun,174,hagyma,hɒɟmɒ,validate
hun,175,vetőmag,vɛtøːmɒɡ,validate
hun,176,mag,mɒɡ,validate
hun,176,szem,sɛm,validate
hun,177,széna,seːnɒ,validate
hun,178,héj,heːj,validate
hun,179,verem,vɛrɛm,validate
hun,180,csapda,t͡ʃɒpdɒ,validate
hun,181,tőr,tøːr,validate
hun,182,nyom,ɲom,validate
hun,183,hamu,hɒmu,validate
hun,184,sár,ʃaːr,validate
hun,184,piszok,pisok,validate
hun,185,vas,vɒʃ,validate
hun,186,arany,ɒrɒɲ,validate
hun,187,ezüst,ɛzyʃt,validate
hun,188,szén,seːn,validate
hun,189,üveg,yvɛɡ,validate
hun,190,agyag,ɒɟɒɡ,validate
hun,190,vályog,vaːjoɡ,validate
hun,191,homok,homok,validate
hun,192,ember,ɛmbɛr,validate
hun,193,úr,uːr,validate
hun,193,férfi,feːrfi,validate
hun,194,nő,nøː,validate
hun,194,asszony,ɒsːoɲ,validate
hun,195,gyerek,ɟɛrɛk,validate
hun,195,gyermek,ɟɛrmɛk,validate
hun,196,fiú,fiuː,validate
hun,197,lány,laːɲ,validate
hun,198,család,t͡ʃɒlaːd,validate
hun,199,nagyapa,nɒɟɒpɒ,validate
hun,200,nagyanya,nɒɟɒɲɒ,validate
hun,201,szülők,syløːk,validate
hun,202,apa,ɒpɒ,validate
hun,202,atya,ɒcɒ,validate
hun,203,anya,ɒɲɒ,validate
hun,204,fiú,fiuː,validate
hun,205,lány,laːɲ,validate
hun,206,fivér,fiveːr,validate
hun,206,testvér,tɛʃtveːr,validate
hun,207,nővér,nøːveːr,validate
hun,207,lánytestvér,laːɲtɛʃtveːr,validate
hun,208,nagybácsi,nɒɟbaːt͡ʃi,validate
hun,209,nagynéni,nɒɟneːni,validate
hun,210,férj,feːrj,validate
hun,211,feleség,fɛlɛʃeːɡ,validate
hun,212,öröm,ørøm,validate
hun,213,nevetés,nɛvɛteːʃ,validate
hun,213,hahotázás,hɒhotaːzaːʃ,validate
hun,214,boldogság,boldoɡʃaːɡ,validate
hun,215,bánat,baːnɒt,validate
hun,216,óhaj,oːhɒj,validate
hun,217,kedv,kɛdv,validate
hun,218,elme,ɛlmɛ,validate
hun,218,szellem,sɛlːɛm,validate
hun,219,gondolat,ɡondolɒt,validate
hun,220,emlékezet,ɛmleːkɛzɛt,validate
hun,221,ész,eːs,validate
hun,221,értelem,eːrtɛlɛm,validate
hun,222,értelem,eːrtɛlɛm,validate
hun,223,ok,ok,validate
hun,223,alap,ɒlɒp,validate
hun,224,igaz,iɡɒz,validate
hun,224,igazság,iɡɒʒaːɡ,validate
hun,225,beszélgetés,bɛseːlɡɛteːʃ,validate
hun,226,mese,mɛʃɛ,validate
hun,227,elbeszélés,ɛlbɛseːleːʃ,validate
hun,228,hír,hiːr,validate
hun,228,híradás,hiːrɒdaːʃ,validate
hun,229,újság,uːjʃaːɡ,validate
hun,230,név,neːv,validate
hun,231,rejtvény,rɛjtveːɲ,validate
hun,232,beszéd,bɛseːd,validate
hun,232,szónoklat,soːnoklɒt,validate
hun,233,nyelv,ɲɛlv,validate
hun,234,hang,hɒnɡ,validate
hun,235,szó,soː,validate
hun,236,jel,jɛl,validate
hun,237,kiáltás,kiaːltaːʃ,validate
hun,238,zaj,zɒj,validate
hun,239,hang,hɒnɡ,validate
hun,240,hang,hɒnɡ,validate
hun,241,dal,dɒl,validate
hun,241,ének,eːnɛk,validate
hun,242,csend,t͡ʃɛnd,validate
hun,242,nyugalom,ɲuɡɒlom,validate
hun,243,emberek,ɛmbɛrɛk,validate
hun,244,nép,neːp,validate
hun,245,dolog,doloɡ,validate
hun,246,vendég,vɛndeːɡ,validate
hun,247,ajándék,ɒjaːndeːk,validate
hun,248,játék,jaːteːk,validate
hun,249,társaság,taːrʃɒʃaːɡ,validate
hun,250,segítség,ʃɛɡiːtʃeːɡ,validate
hun,251,barát,bɒraːt,validate
hun,252,társ,taːrʃ,validate
hun,253,ügy,yɟ,validate
hun,254,szám,saːm,validate
hun,255,faj,fɒj,validate
hun,255,fajta,fɒjtɒ,validate
hun,256,darab,dɒrɒb,validate
hun,257,rész,reːs,validate
hun,258,fél,feːl,validate
hun,259,kör,kør,validate
hun,260,kereszt,kɛrɛst,validate
hun,261,vonal,vonɒl,validate
hun,262,vonás,vonaːʃ,validate
hun,263,köz,køz,validate
hun,264,távolság,taːvolʃaːɡ,validate
hun,265,táj,taːj,validate
hun,265,vidék,videːk,validate
hun,266,hely,hɛj,validate
hun,267,hely,hɛj,validate
hun,268,fél,feːl,validate
hun,268,oldal,oldɒl,validate
hun,269,közép,køzeːp,validate
hun,270,tárgy,taːrɟ,validate
hun,271,dolog,doloɡ,validate
hun,272,szél,seːl,validate
hun,272,perem,pɛrɛm,validate
hun,272,szegély,sɛɡeːj,validate
hun,273,él,eːl,validate
hun,274,sarok,ʃɒrok,validate
hun,274,szöglet,søɡlɛt,validate
hun,275,csúcs,t͡ʃuːt͡ʃ,validate
hun,276,vég,veːɡ,validate
hun,277,lyuk,juk,validate
hun,278,szög,søɡ,validate
hun,279,minta,mintɒ,validate
hun,280,nagyság,nɒɟʃaːɡ,validate
hun,281,hossz,hosː,validate
hun,281,hosszúság,hosːuːʃaːɡ,validate
hun,282,magasság,mɒɡɒʃːaːɡ,validate
hun,283,súly,ʃuːj,validate
hun,284,sokaság,ʃokɒʃaːɡ,validate
hun,284,mennyiség,mɛɲːiʃeːɡ,validate
hun,285,halom,hɒlom,validate
hun,286,sor,ʃor,validate
hun,287,csónak,t͡ʃoːnɒk,validate
hun,288,evező,ɛvɛzøː,validate
hun,289,szánkó,saːnkoː,validate
hun,290,sí,ʃiː,validate
hun,291,tábortűz,taːbortyːz,validate
hun,292,teher,tɛhɛr,validate
hun,293,járás,jaːraːʃ,validate
hun,294,lépés,leːpeːʃ,validate
hun,295,észak,eːsɒk,validate
hun,296,dél,deːl,validate
hun,297,nyugat,ɲuɡɒt,validate
hun,298,kelet,kɛlɛt,validate
hun,299,fa,fɒ,validate
hun,300,deszka,dɛskɒ,validate
hun,301,lap,lɒp,validate
hun,301,lemez,lɛmɛz,validate
hun,302,támasz,taːmɒs,validate
hun,302,támaszték,taːmɒsteːk,validate
hun,303,rúd,ruːd,validate
hun,303,pózna,poːznɒ,validate
hun,304,pálca,paːlt͡sɒ,validate
hun,305,bot,bot,validate
hun,306,cső,t͡ʃøː,validate
hun,307,ház,haːz,validate
hun,308,otthon,otːhon,validate
hun,309,kályha,kaːjhɒ,validate
hun,310,padló,pɒdloː,validate
hun,311,asztal,ɒstɒl,validate
hun,312,szék,seːk,validate
hun,313,bölcső,bølt͡ʃøː,validate
hun,314,ágy,aːɟ,validate
hun,315,polc,polt͡s,validate
hun,315,állvány,aːlːvaːɲ,validate
hun,316,láda,laːdɒ,validate
hun,317,ablak,ɒblɒk,validate
hun,318,ajtó,ɒjtoː,validate
hun,319,kapu,kɒpu,validate
hun,320,kerítés,kɛriːteːʃ,validate
hun,321,tető,tɛtøː,validate
hun,322,létra,leːtrɒ,validate
hun,323,seprű,ʃɛpryː,validate
hun,324,ásó,aːʃoː,validate
hun,325,lapát,lɒpaːt,validate
hun,326,villa,vilːɒ,validate
hun,327,kanál,kɒnaːl,validate
hun,328,kés,keːʃ,validate
hun,329,szeg,sɛɡ,validate
hun,330,háló,haːloː,validate
hun,331,kampó,kɒmpoː,validate
hun,332,nyél,ɲeːl,validate
hun,332,fogantyú,foɡɒncuː,validate
hun,333,zár,zaːr,validate
hun,334,kép,keːp,validate
hun,335,alak,ɒlɒk,validate
hun,336,bábu,baːbu,validate
hun,337,zacskó,zɒt͡ʃkoː,validate
hun,338,köteg,køtɛɡ,validate
hun,339,táska,taːʃkɒ,validate
hun,340,vödör,vødør,validate
hun,341,fedő,fɛdøː,validate
hun,341,fedél,fɛdeːl,validate
hun,342,edény,ɛdeːɲ,validate
hun,343,zsák,ʒaːk,validate
hun,344,csésze,t͡ʃeːsɛ,validate
hun,345,fazék,fɒzeːk,validate
hun,346,üst,yʃt,validate
hun,346,bogrács,boɡraːt͡ʃ,validate
hun,347,evés,ɛveːʃ,validate
hun,347,étkezés,eːtkɛzeːʃ,validate
hun,348,ennivaló,ɛnːivɒloː,validate
hun,349,étel,eːtɛl,validate
hun,350,hús,huːʃ,validate
hun,351,gabona,ɡɒbonɒ,validate
hun,352,pép,peːp,validate
hun,352,kása,kaːʃɒ,validate
hun,353,kenyér,kɛɲeːr,validate
hun,354,szelet,sɛlɛt,validate
hun,355,háj,haːj,validate
hun,355,zsír,ʒiːr,validate
hun,356,vaj,vɒj,validate
hun,357,olaj,olɒj,validate
hun,358,só,ʃoː,validate
hun,359,leves,lɛvɛʃ,validate
hun,360,méz,meːz,validate
hun,361,tej,tɛj,validate
hun,362,tea,tɛɒ,validate
hun,363,bőr,bøːr,validate
hun,364,gyapjú,ɟɒpjuː,validate
hun,365,szövet,søvɛt,validate
hun,366,tű,tyː,validate
hun,367,fonál,fonaːl,validate
hun,368,gomb,ɡomb,validate
hun,369,csomó,t͡ʃomoː,validate
hun,370,szín,siːn,validate
hun,370,festék,fɛʃteːk,validate
hun,371,ruha,ruhɒ,validate
hun,371,ruházat,ruhaːzɒt,validate
hun,372,ing,inɡ,validate
hun,373,gallér,ɡɒlːeːr,validate
hun,374,ujj,ujː,validate
hun,375,gatya,ɡɒcɒ,validate
hun,375,nadrág,nɒdraːɡ,validate
hun,376,öv,øv,validate
hun,377,sapka,ʃɒpkɒ,validate
hun,378,cipő,t͡sipøː,validate
hun,379,csizma,t͡ʃizmɒ,validate
hun,380,gyűrű,ɟyːryː,validate
hun,381,szalag,sɒlɒɡ,validate
hun,382,fésű,feːʃyː,validate
hun,383,tükör,tykør,validate
hun,384,szíj,siːj,validate
hun,385,zsinór,ʒinoːr,validate
hun,386,póráz,poːraːz,validate
hun,387,takaró,tɒkɒroː,validate
hun,388,párna,paːrnɒ,validate
hun,389,kendő,kɛndøː,validate
hun,390,törülköző,tørylkøzøː,validate
hun,391,erő,ɛrøː,validate
hun,392,erő,ɛrøː,validate
hun,392,erősség,ɛrøːʃːeːɡ,validate
hun,393,egészség,ɛɡeːsʃeːɡ,validate
hun,394,kór,koːr,validate
hun,394,betegség,bɛtɛɡʃeːɡ,validate
hun,395,fájdalom,faːjdɒlom,validate
hun,396,seb,ʃɛb,validate
hun,397,láz,laːz,validate
hun,398,orvosság,orvoʃːaːɡ,validate
hun,398,gyógyszer,ɟoːɟsɛr,validate
hun,399,híd,hiːd,validate
hun,400,kút,kuːt,validate
hun,401,legelő,lɛɡɛløː,validate
hun,402,ösvény,øʃveːɲ,validate
hun,403,út,uːt,validate
hun,404,út,uːt,validate
hun,405,falu,fɒlu,validate
hun,406,város,vaːroʃ,validate
hun,407,levél,lɛveːl,validate
hun,408,könyv,køɲv,validate
hun,409,betű,bɛtyː,validate
hun,410,újság,uːjʃaːɡ,validate
hun,410,hírlap,hiːrlɒp,validate
hun,411,élet,eːlɛt,validate
hun,412,halál,hɒlaːl,validate
hun,413,sír,ʃiːr,validate
hun,414,templom,tɛmplom,validate
hun,415,bűn,byːn,validate
hun,415,vétek,veːtɛk,validate
hun,416,isten,iʃtɛn,validate
hun,417,munkás,munkaːʃ,validate
hun,418,főnök,føːnøk,validate
hun,419,mester,mɛʃtɛr,validate
hun,420,orvos,orvoʃ,validate
hun,421,tanár,tɒnaːr,validate
hun,421,tanító,tɒniːtoː,validate
hun,422,pénz,peːnz,validate
hun,423,üzlet,yzlɛt,validate
hun,424,bolt,bolt,validate
hun,425,ár,aːr,validate
hun,426,áru,aːru,validate
hun,427,haszon,hɒson,validate
hun,428,gazdagság,ɡɒzdɒɡʃaːɡ,validate
hun,429,világ,vilaːɡ,validate
hun,430,ország,orsaːɡ,validate
hun,431,állam,aːlːɒm,validate
hun,432,király,kiraːj,validate
hun,433,hatalom,hɒtɒlom,validate
hun,434,határ,hɒtaːr,validate
hun,435,háború,haːboruː,validate
hun,436,ellenség,ɛlːɛnʃeːɡ,validate
hun,437,erőszak,ɛrøːsɒk,validate
hun,438,harc,hɒrt͡s,validate
hun,439,íj,iːj,validate
hun,440,nyíl,ɲiːl,validate
hun,441,puska,puʃkɒ,validate
hun,441,fegyver,fɛɟvɛr,validate
hun,442,hiba,hibɒ,validate
hun,443,hazugság,hɒzuɡʃaːɡ,validate
hun,444,kár,kaːr,validate
hun,445,csapás,t͡ʃɒpaːʃ,validate
hun,445,balszerencse,bɒlsɛrɛnt͡ʃɛ,validate
hun,446,bűn,byːn,validate
hun,447,kor,kor,validate
hun,448,vég,veːɡ,validate
hun,448,befejezés,bɛfɛjɛzeːʃ,validate
hun,449,idő,idøː,validate
hun,450,nap,nɒp,validate
hun,451,reggel,rɛɡːɛl,validate
hun,452,dél,deːl,validate
hun,453,este,ɛʃtɛ,validate
hun,454,éj,eːj,validate
hun,454,éjszaka,eːjsɒkɒ,validate
hun,455,hét,heːt,validate
hun,456,hó,hoː,validate
hun,456,hónap,hoːnɒp,validate
hun,457,év,eːv,validate
hun,458,tavasz,tɒvɒs,validate
hun,459,nyár,ɲaːr,validate
hun,460,ősz,øːs,validate
hun,461,tél,teːl,validate
hun,462,január,jɒnuaːr,validate
hun,463,február,fɛbruaːr,validate
hun,464,március,maːrt͡siuʃ,validate
hun,465,április,aːpriliʃ,validate
hun,466,május,maːjuʃ,validate
hun,467,június,juːniuʃ,validate
hun,468,július,juːliuʃ,validate
hun,469,augusztus,ɒuɡustuʃ,validate
hun,470,szeptember,sɛptɛmbɛr,validate
hun,471,október,oktoːbɛr,validate
hun,472,november,novɛmbɛr,validate
hun,473,december,dɛt͡sɛmbɛr,validate
hun,474,hétfő,heːtføː,validate
hun,475,kedd,kɛdː,validate
hun,476,szerda,sɛrdɒ,validate
hun,477,csütörtök,t͡ʃytørtøk,validate
hun,478,péntek,peːntɛk,validate
hun,479,szombat,sombɒt,validate
hun,480,vasárnap,vɒʃaːrnɒp,validate
hun,481,nagy,nɒɟ,validate
hun,482,pici,pit͡si,validate
hun,482,kicsi,kit͡ʃi,validate
hun,483,hosszú,hosːuː,validate
hun,484,rövid,røvid,validate
hun,485,széles,seːlɛʃ,validate
hun,486,keskeny,kɛʃkɛɲ,validate
hun,487,sűrű,ʃyːryː,validate
hun,488,vastag,vɒʃtɒɡ,validate
hun,489,vékony,veːkoɲ,validate
hun,490,vékony,veːkoɲ,validate
hun,491,szilárd,silaːrd,validate
hun,492,sík,ʃiːk,validate
hun,492,lapos,lɒpoʃ,validate
hun,493,sima,ʃimɒ,validate
hun,494,kemény,kɛmeːɲ,validate
hun,495,puha,puhɒ,validate
hun,496,kerek,kɛrɛk,validate
hun,497,hegyes,hɛɟɛʃ,validate
hun,498,éles,eːlɛʃ,validate
hun,499,tompa,tompɒ,validate
hun,499,életlen,eːlɛtlɛn,validate
hun,500,nehéz,nɛheːz,validate
hun,500,súlyos,ʃuːjoʃ,validate
hun,501,szép,seːp,validate
hun,502,forró,forːoː,validate
hun,503,meleg,mɛlɛɡ,validate
hun,504,hideg,hidɛɡ,validate
hun,505,hűs,hyːʃ,validate
hun,505,hűvös,hyːvøʃ,validate
hun,506,üde,ydɛ,validate
hun,506,friss,friʃː,validate
hun,507,nedves,nɛdvɛʃ,validate
hun,508,vizes,vizɛʃ,validate
hun,509,száraz,saːrɒz,validate
hun,510,telt,tɛlt,validate
hun,511,üres,yrɛʃ,validate
hun,512,nyílt,ɲiːlt,validate
hun,512,nyitott,ɲitotː,validate
hun,513,zárt,zaːrt,validate
hun,513,csukott,t͡ʃukotː,validate
hun,514,tiszta,tistɒ,validate
hun,515,piszkos,piskoʃ,validate
hun,515,szennyes,sɛɲːɛʃ,validate
hun,516,nyers,ɲɛrʃ,validate
hun,517,érett,eːrɛtː,validate
hun,518,finom,finom,validate
hun,519,édes,eːdɛʃ,validate
hun,520,keserű,kɛʃɛryː,validate
hun,521,savanyú,ʃɒvɒɲuː,validate
hun,522,világos,vilaːɡoʃ,validate
hun,523,sötét,ʃøteːt,validate
hun,524,fekete,fɛkɛtɛ,validate
hun,525,fehér,fɛheːr,validate
hun,526,vörös,vørøʃ,validate
hun,527,sárga,ʃaːrɡɒ,validate
hun,528,kék,keːk,validate
hun,529,zöld,zøld,validate
hun,530,ősz,øːs,validate
hun,530,szürke,syrkɛ,validate
hun,531,tarka,tɒrkɒ,validate
hun,531,színes,siːnɛʃ,validate
hun,532,olcsó,olt͡ʃoː,validate
hun,533,drága,draːɡɒ,validate
hun,534,értékes,eːrteːkɛʃ,validate
hun,535,vak,vɒk,validate
hun,536,süket,ʃykɛt,validate
hun,537,erős,ɛrøːʃ,validate
hun,538,erős,ɛrøːʃ,validate
hun,539,gyenge,ɟɛnɡɛ,validate
hun,539,erőtlen,ɛrøːtlɛn,validate
hun,540,hájas,haːjɒʃ,validate
hun,541,karcsú,kɒrt͡ʃuː,validate
hun,542,csinos,t͡ʃinoʃ,validate
hun,543,rossz,rosː,validate
hun,543,gonosz,ɡonos,validate
hun,544,buta,butɒ,validate
hun,544,ostoba,oʃtobɒ,validate
hun,545,lusta,luʃtɒ,validate
hun,546,szorgalmas,sorɡɒlmɒʃ,validate
hun,547,fukar,fukɒr,validate
hun,547,fösvény,føʃveːɲ,validate
hun,548,okos,okoʃ,validate
hun,548,eszes,ɛsɛʃ,validate
hun,549,ügyes,yɟɛʃ,validate
hun,550,drága,draːɡɒ,validate
hun,550,kedves,kɛdvɛʃ,validate
hun,551,víg,viːɡ,validate
hun,551,vidám,vidaːm,validate
hun,552,enyhe,ɛɲhɛ,validate
hun,553,éhes,eːhɛʃ,validate
hun,554,beteg,bɛtɛɡ,validate
hun,555,csupasz,t͡ʃupɒs,validate
hun,555,meztelen,mɛztɛlɛn,validate
hun,556,bús,buːʃ,validate
hun,556,szomorú,somoruː,validate
hun,557,élő,eːløː,validate
hun,558,jó,joː,validate
hun,559,rossz,rosː,validate
hun,560,helyes,hɛjɛʃ,validate
hun,561,rossz,rosː,validate
hun,562,igaz,iɡɒz,validate
hun,563,ó,oː,validate
hun,563,régi,reːɡi,validate
hun,564,új,uːj,validate
hun,565,volt,volt,validate
hun,565,egykori,ɛɟkori,validate
hun,566,öreg,ørɛɡ,validate
hun,567,fiatal,fiɒtɒl,validate
hun,568,szegény,sɛɡeːɲ,validate
hun,569,gazdag,ɡɒzdɒɡ,validate
hun,570,ismert,iʃmɛrt,validate
hun,570,ismeretes,iʃmɛrɛtɛʃ,validate
hun,571,híres,hiːrɛʃ,validate
hun,572,idegen,idɛɡɛn,validate
hun,573,különböző,kylønbøzøː,validate
hun,574,közeli,køzɛli,validate
hun,575,távoli,taːvoli,validate
hun,576,bal,bɒl,validate
hun,577,jobb,jobː,validate
hun,578,más,maːʃ,validate
hun,578,másik,maːʃik,validate
hun,579,első,ɛlʃøː,validate
hun,580,második,maːʃodik,validate
hun,581,harmadik,hɒrmɒdik,validate
hun,582,utolsó,utolʃoː,validate
hun,583,egyedül,ɛɟɛdyl,validate
hun,584,egyszerre,ɛɟsɛrːɛ,validate
hun,585,együtt,ɛɟytː,validate
hun,585,összesen,øsːɛʃɛn,validate
hun,586,sokáig,ʃokaːiɡ,validate
hun,586,hosszan,hosːɒn,validate
hun,587,hirtelen,hirtɛlɛn,validate
hun,587,egyszerre,ɛɟsɛrːɛ,validate
hun,588,rögtön,røɡtøn,validate
hun,588,tüstént,tyʃteːnt,validate
hun,589,későn,keːʃøːn,validate
hun,590,most,moʃt,validate
hun,591,ma,mɒ,validate
hun,592,holnap,holnɒp,validate
hun,593,majd,mɒjd,validate
hun,593,nemsokára,nɛmʃokaːrɒ,validate
hun,594,akkor,ɒkːor,validate
hun,595,tegnap,tɛɡnɒp,validate
hun,596,hajdan,hɒjdɒn,validate
hun,597,akkor,ɒkːor,validate
hun,597,akkoriban,ɒkːoribɒn,validate
hun,598,azután,ɒzutaːn,validate
hun,599,előbb,ɛløːbː,validate
hun,600,először,ɛløːsør,validate
hun,601,egyszer,ɛɟsɛr,validate
hun,602,néha,neːhɒ,validate
hun,602,olykor,ojkor,validate
hun,603,sokszor,ʃoksor,validate
hun,604,mindig,mindiɡ,validate
hun,605,sohasem,ʃohɒʃɛm,validate
hun,606,itt,itː,validate
hun,607,erre,ɛrːɛ,validate
hun,608,innen,inːɛn,validate
hun,609,ott,otː,validate
hun,610,oda,odɒ,validate
