ID,Description,Entry_ID
ungeschickt-3, ungeschickt,168-alamuszi
ungeschickt-4, ungeschickt,990-buksi
ungeschickt-5, ungeschickt,1001-bumfordi
ungeschickt-6,  ungeschickt,1339-csajbok
ungeschickt-7, ungeschickt,1359-csampas
ungeschickt-8,  ungeschickt,2132-elhetetlen
ungeschickt-9,  ungeschickt,2259-esik
ungeschickt-10,  ungeschickt,4910-koca
ungeschickt-11, ungeschickt,7073-pepecsel
ungeschickt-12, ungeschickt,8461-suket
ungeschickt-13, ungeschickt,8625-szegeny
ungeschickt-14, ungeschickt,8973-tajdok
ungeschickt-15, ungeschickt,9635-ugyefogyott
schuftig-1,  schuftig,72-agrolszakadt
schuftig-2,  schuftig,105-agrolszakadt
schuftig-3, schuftig,685-beste
schuftig-4, schuftig,1124-beste
schuftig-5,  schuftig,1186-cenk
schuftig-6,  schuftig,1302-condra
schuftig-7,schuftig,1311-cudar
schuftig-8,  schuftig,5368-kutya
schuftig-9,  schuftig,5417-lafanc
schuftig-10,  schuftig,7453-pribek
rupelhaft-1, rüpelhaft,72-agrolszakadt
rupelhaft-2, rüpelhaft,105-agrolszakadt
hergelaufen-1,  hergelaufen,72-agrolszakadt
hergelaufen-2,  hergelaufen,105-agrolszakadt
hergelaufen-3,  hergelaufen,1486-csiatag
hergelaufen-4,  hergelaufen,3251-gyulik
hergelaufen-5,hergelaufen,8022-sehonnai
hergelaufen-6, hergelaufen,8042-semmihazi
hergelaufen-7,  hergelaufen,9322-toprongyos
vonunbekannterHerkunft-1, von unbekannter Herkunft ,72-agrolszakadt
Agronom-1,Agronom,73-agronomus
Agronom-2,Agronom,106-agronomus
Schadel-1,Schädel,74-agy
Schadel-2,Schädel,107-agy
Schadel-3,  Schädel,5094-koponya
Kopf-1, Kopf,74-agy
Kopf-2, Kopf,107-agy
Kopf-3,  Kopf,2442-fej
Kopf-4,  Kopf-,2442-fej
Kopf-5,  Kopf-,2442-fej
Kopf-6,  Kopf,5063-konty
Kopf-7,  Kopf,5320-kupa
Kopf-8,  Kopf,9053-taraj
Kopf-9,  Kopf,9222-teto
Nabe-1,  Nabe,74-agy
Nabe-2,  Nabe,107-agy
Nabe-3,  Nabe,4656-kebel
Gewehrkolben-1,  Gewehrkolben,74-agy
Gewehrkolben-2,  Gewehrkolben,107-agy
Halfter-1,  Halfter,74-agy
Halfter-2,  Halfter,107-agy
Gehirn-1,  Gehirn,74-agy
Gehirn-2,  Gehirn,107-agy
Gehirn-3,  Gehirn,2266-esz
Gehirn-4,  Gehirn,9810-velo
Vernunft-1, Vernunft,74-agy
Vernunft-2, Vernunft,107-agy
Vernunft-3,  Vernunft,2142-elme
Vernunft-4, Vernunft,2266-esz
Vernunft-5,  Vernunft,5094-koponya
Vernunft-6,  Vernunft,7593-racio
verprugeln-1,  verprügeln,74-agy
verprugeln-2,  verprügeln,107-agy
verprugeln-3,  verprügeln,2486-fenek
verprugeln-4,  verprügeln,5507-lazsnak
verprugeln-5,  verprügeln,6343-nadrag
verprugeln-6,  verprügeln,6549-nyustol
verprugeln-7,  verprügeln,7980-ruha
ausklugeln-1,  ausklügeln,74-agy
ausklugeln-2,  ausklügeln,107-agy
ausklugeln-3,  ausklügeln,4785-kisut
ersinnen-1, ersinnen,74-agy
ersinnen-2, ersinnen,107-agy
ersinnen-3,  ersinnen,2326-fabrikal
ersinnen-4,  ersinnen,2796-fundal
ersinnen-5,  ersinnen,8732-szerez
ersinnen-6,  ersinnen,8880-szo
Flubett-1,Flußbett,75-agy
Flubett-2,Flußbett,108-agy
Flubett-3,  Flußbett,2519-feszek
Flubett-4,  Flußbett,5969-meder
Flubett-5,  Flußbett,9128-tekno
Bett-1,  Bett,75-agy
Bett-2,  Bett,108-agy
Bett-3,  Bett,2664-folyik
Bett-4,  Bett,5665-loca
Bett-5,  Bett,6525-nyoszolya
Lagerstatte-1, Lagerstätte,75-agy
Lagerstatte-2,  Lagerstätte,81-agynemu
Lagerstatte-3,  Lagerstätte,114-agynemu
Lafette-1,  Lafette,75-agy
Lafette-2,  Lafette,108-agy
Essiglager-1,  Essiglager,75-agy
Essiglager-2,  Essiglager,108-agy
Bodensatz-1, Bodensatz,75-agy
Bodensatz-2, Bodensatz,108-agy
Bodensatz-3,Bodensatz,1368-csapadek
Bodensatz-4,  Bodensatz,2931-gaz
Bodensatz-5,Bodensatz,8294-sonkoly
Bodensatz-6,  Bodensatz,9391-toportyu
Bodensatz-7,Bodensatz,10014-zacc
Bodensatz-8,Bodensatz,10022-zakany
Beet-1,  Beet,75-agy
Beet-2,  Beet,108-agy
Beet-3,  Beet,6864-pad
alsSymbolderFamilie-1,  〈als Symbol der Familie〉,75-agy
alsSymbolderFamilie-2,  〈als Symbol der Familie〉,108-agy
Streu-1,  Streu,75-agy
Streu-2,  Streu,108-agy
Streu-3,  Streu,158-al
Streu-4, Streu,1964-dudva
Bettzeug-1,  Bettzeug,75-agy
Bettzeug-2,Bettzeug,81-agynemu
Bettzeug-3,  Bettzeug,108-agy
Bettzeug-4,Bettzeug,114-agynemu
Bettzeug-5, Bettzeug〉,5996-meleg
aufderTenneausgebreitetesGetreidebzwaisgebreiteteGarben-1,  auf der Tenne ausgebreitetes Getreide bzw. aisgebreitete Garben,75-agy
Konkubine-1,  Konkubine ,75-agy
Konkubine-2,  Konkubine ,108-agy
Konkubine-3, Konkubine,7848-ringyo
sichverzanken-1,  sich verzanken,76-agyabugyal
sichverzanken-2,  sich verzanken,109-agyabugyal
irrsinnig-1,irrsinnig,77-agyafurt
irrsinnig-2,irrsinnig,110-agyafurt
narrisch-1, närrisch,77-agyafurt
narrisch-2, närrisch,335-argyelus
narrisch-3,  närrisch,829-bolond
narrisch-4, närrisch,1834-dilinos
narrisch-5, närrisch,3325-haklis
narrisch-6,närrisch,4183-kaba
narrisch-7, närrisch,4238-kajko
narrisch-8,  närrisch,4605-kerge
narrisch-9,  närrisch,4970-kolontos
narrisch-10,  närrisch,5181-kotyagos
narrisch-11,  närrisch,5904-mamlasz
narrisch-12,  närrisch,6285-mufurc
narrisch-13, närrisch,7770-reszeg
narrisch-14, närrisch,8117-salavari
narrisch-15,  närrisch,9569-ugrifules
hartnackig-1,  hartnäckig ,77-agyafurt
hartnackig-2,hartnäckig,491-bakafantos
hartnackig-3, hartnäckig,975-buger
hartnackig-4, hartnäckig,1752-delceg
hartnackig-5, hartnäckig,1985-durcas
hartnackig-6, hartnäckig,5873-makacs
hartnackig-7, hartnäckig,6195-mokany
hartnackig-8,  hartnäckig,8473-susu
hartnackig-9, hartnäckig,8826-szivos
Ton-1,Ton ,78-agyag
Ton-2,Ton,111-agyag
Ton-3,Ton,3367-hang
Ton-4,  Ton,3367-hang
Ton-5, Ton,3367-hang
Ton-6, Ton,8833-szo
Ton-7,  Ton,8833-szo
Ton-8,Ton,9312-tonus
Ton-9, Ton,9312-tonus
Ton-10, Ton,9729-valyog
Hauer-1,Hauer,79-agyar
Hauer-2,Hauer,112-agyar
Hauer-3,Häuer,3552-hever
knirschen-1,  knirschen ,79-agyar
knirschen-2,  knirschen ,112-agyar
Lende-1,Lende,80-agyek
Lende-2,Lende,113-agyek
Lende-3,Lende,3696-horpasz
Lende-4,  Lende,4075-jonh
Lende-5,  Lende,5422-lagyek
Lende-6,  Lende,7733-remese
Lende-7,  Lende,9803-vekony
zumTode-1,zum Tode,82-agyon
aufdenKopf-1,  auf den Kopf ,82-agyon
aufdenKopf-2,  auf den Kopf ,115-agyon
mitSchiepulverwirkendeSteinschleuder-1,mit Schießpulver wirkende Steinschleuder,83-agyu
mitSchiepulverwirkendeSteinschleuder-2,mit Schießpulver wirkende Steinschleuder,116-agyu
Werkzeug-1,  Werkzeug,83-agyu
Werkzeug-2,  Werkzeug,116-agyu
Werkzeug-3,Werkzeug,2274-eszkoz
Werkzeug-4,  Werkzeug,6714-organum
Werkzeug-5, Werkzeug,8738-szerszam
Gerat-1, Gerät,83-agyu
Gerat-2, Gerät,116-agyu
Gerat-3,  Gerät,210-allat
Gerat-4,  Gerät,304-apparatus
Gerat-5,  Gerät,2033-edeny
Gerat-6, Gerät,2274-eszkoz
Gerat-7,Gerät,8173-sikattyu
Gerat-8,  Gerät,8718-szer
Gerat-9,Gerät,8738-szerszam
Gerat-10, Gerät,9911-villa
Gerat-11, Gerät〉,9922-vinnyog
Gerat-12, Gerät〉,9939-visit
Geschutz-1,  Geschütz,83-agyu
Kanone-1, Kanone,83-agyu
KanonemitSprengsatz-1,  Kanone mit Sprengsatz,83-agyu
KanonemitSprengsatz-2,  Kanone mit Sprengsatz,116-agyu
sehnlichwunschen-1,〈sehnlich〉 wünschen,84-ahit
Sehnsucht-1,  Sehnsucht,84-ahit
Sehnsucht-2,  Sehnsucht,117-ahit
Sehnsucht-3, Sehnsucht,2037-eg
Sehnsucht-4,Sehnsucht,9689-vagyik
Andacht-1,  Andacht ,84-ahit
Andacht-2,  Andacht ,117-ahit
Tal-1,Tal,85-aj
Tal-2,Tal,119-aj
Tal-3,  Tal,351-arok
Tal-4,Tal,3074-godor
Tal-5,  Tal,4656-kebel
Tal-6,  Tal,5734-lunka
Tal-7,Tal,7913-rona
Tal-8,Tal,8429-sukoro
Tal-9,Tal,9999-volgy
Schlucht-1, Schlucht,85-aj
Schlucht-2, Schlucht,119-aj
Offnung-1,  Öffnung,85-aj
Offnung-2,  Öffnung,119-aj
Offnung-3,  Öffnung,142-akna
Offnung-4,Öffnung,7762-res
Offnung-5,  Öffnung,8505-szaj
Offnung-6,  Öffnung,9047-tar
Falz-1,  Falz,85-aj
Falz-2,  Falz,119-aj
Falz-3,  Falz,3339-halk
Kerbe-1, Kerbe,85-aj
Kerbe-2, Kerbe,119-aj
Kerbe-3, Kerbe,3339-halk
Kerbe-4, Kerbe,8162-sas
Zaum-1,  Zaum,85-aj
Zaum-2,  Zaum,119-aj
Zaum-3,Zaum,2452-fek
Zaum-4,Zaum,4370-kantar
Zwischenraum-1,  Zwischenraum,85-aj
Zwischenraum-2, Zwischenraum,119-aj
Zwischenraum-3, Zwischenraum,3556-hezag
Zwischenraum-4,Zwischenraum,4862-koz
Zwischenraum-5,  Zwischenraum,4869-kozol
Zwischenraum-6,  Zwischenraum,9174-ter
angezeichnet-1,  angezeichnet,85-aj
angezeichnet-2,  angezeichnet,119-aj
Sardelle-1,  Sardelle,85-aj
Sardelle-2,  Sardelle,85-aj
Sardelle-3,  Sardelle,119-aj
Sardelle-4,Sardelle,8584-szardella
Mund-1,Mund,86-ajak
Mund-2,Mund,120-ajak
Mund-3,  Mund,2298-etyepetye
Mund-4, Mund〉,7671-rebeg
Mund-5,Mund,8505-szaj
Lippe-1,Lippe,86-ajak
Lippe-2, Lippe,120-ajak
Lippe-3, Lippe,7671-rebeg
Schamlippe-1,  Schamlippe,86-ajak
Schamlippe-2,  Schamlippe,120-ajak
OffnungeinesGefaes-1,  Öffnung 〈eines Gefäßes〉,86-ajak
OffnungeinesGefaes-2,  Öffnung 〈eines Gefäßes〉,120-ajak
Kinn-1,  Kinn,86-ajak
Kinn-2,  Kinn,120-ajak
Kinn-3,Kinn,203-all
Kinn-4,  Kinn,6706-orca
Lippenblutler-1,  Lippenblütler ,86-ajak
Lippenblutler-2,  Lippenblütler ,120-ajak
Geschenk-1,Geschenk,87-ajandek
Geschenk-2,Geschenk,121-ajandek
Geschenk-3,Geschenk,7338-pomana
Opfergabe-1,  Opfergabe,87-ajandek
Opfergabe-2,  Opfergabe,121-ajandek
anbieten-1,anbieten,88-ajanl
anbieten-2,  anbieten,3850-imad
anbieten-3,anbieten,4767-kinal
anbieten-4,  anbieten,9595-unszol
anvertrauen-1, anvertrauen,88-ajanl
anvertrauen-2,  anvertrauen,751-bizik
anvertrauen-3,  anvertrauen,3290-hagy
anvertrauen-4,  anvertrauen,3290-hagy
opfern-1,  opfern,88-ajanl
opfern-2,  opfern,122-ajanl
opfern-3,opfern,183-ald
versprechen-1,  versprechen,88-ajanl
versprechen-2,  versprechen,122-ajanl
versprechen-3,  versprechen,2635-fogad
versprechen-4,versprechen,3813-iger
versprechen-5,  versprechen,6415-nez
aldozat-1, áldozat,88-ajanl
aldozat-2, áldozat,122-ajanl
Angelobung-1,  Angelobung,88-ajanl
Angelobung-2,  Angelobung,122-ajanl
Angebot-1,  Angebot,88-ajanl
Angebot-2,  Angebot,122-ajanl
Empfehler-1,  Empfehler,88-ajanl
Empfehler-2,  Empfehler,122-ajanl
Einschreibebrief-1,  Einschreibebrief ,88-ajanl
Einschreibebrief-2,  Einschreibebrief ,122-ajanl
Luft-1,Luft,89-ajer
Luft-2,Luft,123-ajer
Luft-3,  Luft,2038-eg
Luft-4,Luft,5526-leg
Luft-5,  Luft,5526-leg
Luft-6,Luft,5604-levego
Luft-7,  Luft,5604-levego
Luft-8,  Luft,5727-luft
Luft-9,  Luft,8651-szel
Atmosphare-1, Atmosphäre,89-ajer
Atmosphare-2, Atmosphäre,123-ajer
Atmosphare-3,  Atmosphäre,408-atmoszfera
Atmosphare-4, Atmosphäre,5604-levego
heilkraftigeFlussigkeit-1,  heilkräftige Flüssigkeit,89-ajer
heilkraftigeFlussigkeit-2,  heilkräftige Flüssigkeit,123-ajer
Wind-1,  Wind,89-ajer
Wind-2,  Wind,123-ajer
Wind-3, Wind,5727-luft
Wind-4, Wind〉,8218-sivar
Wind-5, Wind〉,8421-sug
Wind-6,Wind,8651-szel
Gestank-1,  Gestank,89-ajer
Gestank-2,  Gestank,123-ajer
Gestank-3, Gestank,1057-buz
Gestank-4,  Gestank,3265-habarnica
hatscheln-1,hätscheln,90-ajnaroz
hatscheln-2,hätscheln,124-ajnaroz
hatscheln-3,  hätscheln,1633-csucsujgat
hatscheln-4,  hätscheln,4665-kecseget
pflegen-1, pflegen,90-ajnaroz
pflegen-2, pflegen,124-ajnaroz
pflegen-3,  pflegen,300-apol
pflegen-4,pflegen,1733-dedelget
pflegen-5, pflegen,6413-nevel
ordnen-1,  ordnen,90-ajnaroz
ordnen-2,  ordnen,124-ajnaroz
ordnen-3,  ordnen,9712-valogat
andachtig-1,andächtig,91-ajtatos
andachtig-2,andächtig,125-ajtatos
andachtig-3, andächtig,9630-udvozlegy
scheinheilig-1,  scheinheilig,91-ajtatos
scheinheilig-2,  scheinheilig,125-ajtatos
scheinheilig-3,  scheinheilig,1347-csal
Tur-1,Tür,92-ajto
Tur-2,Tür,126-ajto
Tur-3, Tür,7374-porta
ajtoorizo-1, ajtóőriző,92-ajto
Turpfosten-1,Türpfosten,93-ajtofel
Turpfosten-2,Türpfosten,127-ajtofel
Turpfosten-3,  Türpfosten,5998-mellek
Turpfosten-4, Türpfosten,9535-tugy
erschrecken-1,erschrecken,94-ajul
erschrecken-2,  erschrecken,128-ajul
erschrecken-3,erschrecken,222-almel
erschrecken-4,erschrecken,254-amul
erschrecken-5, erschrecken,8895-szornyudik
inOhnmachtfallen-1,  in Ohnmacht fallen,94-ajul
inOhnmachtfallen-2,in Ohnmacht fallen,128-ajul
inOhnmachtfallen-3,in Ohnmacht fallen,186-alel
staunen-1,  staunen,94-ajul
staunen-2,  staunen,128-ajul
staunen-3,  staunen,254-amul
staunen-4,staunen,608-bavad
almelkodik-1, álmélkodik,94-ajul
abspreizendenMund-1,abspreizen 〈den Mund〉,95-ajz
aufzaumen-1,  aufzäumen,95-ajz
aufzaumen-2,  aufzäumen,129-ajz
denBogen-1,  〈den Bogen,95-ajz
dieSehnespannen-1, die Sehne〉spannen,95-ajz
offnendenMund-1,  öffnen 〈den Mund〉,95-ajz
steigern-1,  steigern,95-ajz
steigern-2,  steigern,129-ajz
steigern-3,  steigern,2174-emel
steigern-4, steigern,6346-nagy
uberspanneneinGefuhl-1, überspannen 〈ein Gefühl,95-ajz
einenGemutszustand-1, einen Gemütszustand〉,95-ajz
spanneneinMusikinstrument-1,  spannen 〈ein Musikinstrument,95-ajz
seineSaite-1, seine Saite〉,95-ajz
seineSaite-2, seine Saite〉,129-ajz
Pferdegebi-1,  Pferdegebiß,95-ajz
Pferdegebi-2,  Pferdegebiß,129-ajz
Pferdegebi-3,Pferdegebiß,10012-zabla
Pferdegebi-4,  Pferdegebiß,10034-zar
zabola-1, zabola,95-ajz
zabola-2, zabola,129-ajz
Akazienbaum-1,Akazienbaum,96-akac
Robiniengeholz-1,  Robiniengehölz ,96-akac
Robiniengeholz-2,  Robiniengehölz ,130-akac
Schule-1,Schule,97-akademia
Schule-2,Schule,131-akademia
Schule-3,Schule,8430-suli
Hochschule-1, Hochschule,97-akademia
Hochschule-2, Hochschule,131-akademia
Hochschule-3, Hochschule〉,2357-fakultas
Konzert-1,  Konzert,97-akademia
Konzert-2,  Konzert,131-akademia
AkademiederWissenschaften-1,  Akademie der Wissenschaften,97-akademia
AkademiederWissenschaften-2,  Akademie der Wissenschaften,131-akademia
Erstauffuhrung-1,  Erstaufführung,97-akademia
Erstauffuhrung-2,  Erstaufführung,131-akademia
wollen-1,wollen,98-akar
wollen-2,wollen,132-akar
wollen-3, wollen,8562-szan
freiwillig-1,  freiwillig,98-akar
freiwillig-2,  freiwillig,132-akar
freiwillig-3,freiwillig,6577-onkent
freiwillig-4,  freiwillig,6577-onkent
freiwillig-5,freiwillig,8349-spontan
freiwillig-6, freiwillig,8715-szepszerint
gewaltsam-1,  gewaltsam,98-akar
gewaltsam-2,  gewaltsam ,132-akar
eroszakos-1, erőszakos,98-akar
oboder-1,ob...oder,99-akar
oboder-2,ob...oder,133-akar
wenigstens-1,  wenigstens,99-akar
wenigstens-2,  wenigstens,133-akar
wenigstens-3,  wenigstens,425-avagy
wenigstens-4,  wenigstens,551-bar
wenigstens-5,  wenigstens,601-bator
wenigstens-6,  wenigstens,1341-csak
wenigstens-7,  wenigstens,1728-de
wenigstens-8,  wenigstens,9688-vagy
meinetwegen-1,  meinetwegen,99-akar
meinetwegen-2,  meinetwegen,133-akar
meinetwegen-3, meinetwegen,6026-mia
hangen-1,hängen,100-akaszt
hangen-2,hängen,134-akaszt
hangen-3,hängen,2831-fugg
schlagen-1,  schlagen,100-akaszt
schlagen-2, schlagen,678-bermal
schlagen-3, schlagen,1117-bermal
schlagen-4,schlagen,1365-csap
schlagen-5,schlagen,1374-csapol
schlagen-6,  schlagen,1375-csapong
schlagen-7,  schlagen,1928-dongol
schlagen-8,schlagen,2071-egyez
schlagen-9,schlagen,4273-kalapal
schlagen-10,  schlagen,4672-kefe
schlagen-11,  schlagen,5042-kongat
schlagen-12,  schlagen,5177-kotor
schlagen-13,schlagen,5742-lukog
schlagen-14,schlagen,6561-oklel
schlagen-15,  schlagen,6803-pall
schlagen-16,schlagen,6876-pahog
schlagen-17,schlagen,6959-paskol
schlagen-18,schlagen,6992-patel
schlagen-19,  schlagen,7063-pendit
schlagen-20,schlagen,7262-plagal
schlagen-21,  schlagen,7648-rant
schlagen-22,  schlagen,7873-ro
schlagen-23, schlagen,8060-serit
schlagen-24,  schlagen,8115-salapal
schlagen-25,schlagen,8287-som
schlagen-26,schlagen,8458-suvad
schlagen-27,  schlagen,8474-sut
schlagen-28,  schlagen,8488-szab
schlagen-29,  schlagen,8617-szed
schlagen-30,  schlagen,8966-tag
schlagen-31,  schlagen,8966-tag
schlagen-32,  schlagen,9393-tor
schlagen-33, schlagen,9824-ver
schlagen-34, schlagen,9824-ver
Haken-1,  Haken,100-akaszt
Haken-2,  Haken,134-akaszt
Haken-3,  Haken,696-bezzeg
Haken-4,  Haken,910-bokken
Haken-5,Haken,1202-cibak
Haken-6,  Haken,1345-csaklya
Haken-7,  Haken,1385-csat
Haken-8,Haken,2898-gamo
Haken-9, Haken,3693-horog
Haken-10, Haken,4204-kacs
Haken-11,  Haken,4230-kajacs
Haken-12,  Haken,4238-kajko
Haken-13,  Haken,4293-kallantyu
Haken-14,Haken,4325-kampo
Haken-15,  Haken,4354-kankalek
Haken-16,  Haken,4359-kanko
Haken-17,  Haken,8006-satu
Haken-18, Haken,8162-sas
binden-1,  binden ,100-akaszt
binden-2,  binden ,134-akaszt
binden-3,binden,4850-kot
binden-4,  binden,4850-kot
agil-1,agil,102-agilis
unbekannterAbstammung-1, unbekannter Abstammung ,105-agrolszakadt
ausgebreitetesGetreide-1,  ausgebreitetes Getreide,108-agy
ausgebreiteteGarbenaufderTenne-1, ausgebreitete Garben 〈auf der Tenne〉,108-agy
durchtrieben-1,  durchtrieben,110-agyafurt
durchtrieben-2,  durchtrieben,7608-rafinalt
stur-1,  stur ,110-agyafurt
Lehm-1, Lehm ,111-agyag
Lehm-2,  Lehm,8138-sar
Lehm-3,Lehm,8176-siker
Lehm-4,Lehm,9032-tapasz
Lehm-5, Lehm,9729-valyog
Hauzahn-1, Hauzahn,112-agyar
zuTode-1,zu Tode,115-agyon
herbeisehnen-1,herbeisehnen,117-ahit
aushohlen-1,aushöhlen,118-aj
aushohlen-2, aushöhlen,2798-fur
aushohlen-3,aushöhlen,9694-vaj
aushohlen-4,  aushöhlen,9694-vaj
empfehlen-1,empfehlen,122-ajanl
empfehlen-2,empfehlen,4986-komendal
empfehlen-3, empfehlen,8913-szuggeral
offnen-1,  öffnen,126-ajto
offnen-2,öffnen,6517-nyit
offnen-3,öffnen,9047-tar
offnen-4,  öffnen,9047-tar
erstauntsein-1, erstaunt sein,128-ajul
abspreizenMund-1,abspreizen〈Mund〉,129-ajz
Bogen-1,  〈Bogen,129-ajz
Bogen-2,  Bogen,833-bolt
Sehnespannen-1, Sehne〉spannen,129-ajz
offnenMund-1,  öffnen〈Mund〉,129-ajz
uberspannenGefuhl-1, überspannen 〈Gefühl,129-ajz
Gemutszustand-1, Gemütszustand〉,129-ajz
spannenMusikinstrument-1,  spannen〈Musikinstrument,129-ajz
Robinie-1,Robinie ,130-akac
gutheien-1,gutheißen,135-akceptal
gutheien-2, gutheißen,4039-javall
gutheien-3, gutheißen,4041-javasol
aufnehmen-1,  aufnehmen,135-akceptal
aufnehmen-2,  aufnehmen,2633-fog
aufnehmen-3,   aufnehmen,4598-keresztel
aufnehmen-4, aufnehmen,5487-lat
aufnehmen-5, aufnehmen,6571-olel
empfangen-1, empfangen,135-akceptal
empfangen-2,  empfangen,2633-fog
empfangen-3,  empfangen,2635-fogad
empfangen-4,  empfangen,5487-lat
empfangen-5, empfangen,7612-ragad
einrechnen-1,  einrechnen,135-akceptal
einrechnen-2,  einrechnen,9483-tud
Klage-1,Klage,136-akcio
Klage-2, Klage,6825-panasz
Klageschrift-1, Klageschrift,136-akcio
Angelegenheit-1,  Angelegenheit,136-akcio
Angelegenheit-2,  Angelegenheit,479-baj
Angelegenheit-3, Angelegenheit,1884-dolog
Angelegenheit-4, Angelegenheit,3048-gond
Angelegenheit-5,Angelegenheit,3596-historia
Angelegenheit-6, Angelegenheit〉,5159-koser
Angelegenheit-7,  Angelegenheit,9634-ugy
Rede-1,  Rede,136-akcio
Rede-2,Rede,688-beszed
Rede-3,Rede,1127-beszed
Rede-4, Rede〉,6016-mezesmazos
Rede-5,  Rede,6489-nyelv
Rede-6, Rede〉,7714-rekeg
Rede-7,  Rede,8609-szaval
Rede-8,  Rede,8833-szo
Rede-9, Rede,8833-szo
Rede-10,  Rede,9017-tanacs
Rolle-1, Rolle,136-akcio
Rolle-2,  Rolle,1132-csiga
Rolle-3,  Rolle,1497-csiga
Rolle-4,  Rolle,7898-rolad
Rolle-5,  Rolle,8519-szakma
Rolle-6,  Rolle,8667-szemely
Behandlung-1,  Behandlung,136-akcio
Handlung-1,  Handlung,136-akcio
Handlung-2, Handlung,154-aktus
Handlung-3,Handlung,2356-faktum
Handlung-4,Handlung,6327-mu
Handlung-5, Handlung〉,7563-puruttya
Handlung-6,  Handlung,9212-tesz
Tatigkeit-1, Tätigkeit,136-akcio
Tatigkeit-2,  Tätigkeit,2797-funkcio
Tatigkeit-3, Tätigkeit,6277-mozog
Tatigkeit-4,  Tätigkeit,6299-munka
Tatigkeit-5,  Tätigkeit,6691-operacio
Tatigkeit-6, Tätigkeit〉,8469-surog
Tatigkeit-7, Tätigkeit,9926-vircsaft
Wirkung-1,  Wirkung,136-akcio
Wirkung-2, Wirkung,2638-fogan
Wirkung-3,  Wirkung,3435-hat
Wirkung-4,  Wirkung,3441-hataly
Wirkung-5,  Wirkung,3867-impresszio
Geltrafe-1,  Geltrafe,136-akcio
AktionalsgrammatischerTerminus-1,  Aktion als grammatischer Terminus ,136-akcio
Vereinbarung-1,Vereinbarung,137-akkord
Vereinbarung-2,Vereinbarung,4398-kapitulacio
Vereinbarung-3, Vereinbarung,5064-konvencio
Vereinbarung-4,  Vereinbarung,8520-szakmany
Vereinbarung-5,  Vereinbarung,8739-szertartas
Vereinbarung-6,Vereinbarung,9488-tukma
Akkordarbeit-1,  Akkordarbeit,137-akkord
AkkordinderMusik-1,Akkord 〈in der Musik〉 ,138-akkord
anhaufen-1,anhäufen,139-akkumulal
anhaufen-2, anhäufen,8979-takar
anhaufen-3,anhäufen,9486-tuhaszt
ansammeln-1, ansammeln,139-akkumulal
Anhaufung-1,Anhäufung,140-akkumulacio
genau-1,genau,141-akkuratus
genau-2, genau,2065-egyenes
genau-3,genau,2214-eppen
genau-4, genau,3769-hu
genau-5, genau,7345-pont
genau-6,  genau,7345-pont
genau-7, genau,7435-preciz
genau-8, genau,7548-punktum
genau-9,  genau,8762-szigoru
genau-10, genau,8871-szoros
sorgfaltig-1,  sorgfältig,141-akkuratus
sorgfaltig-2,  sorgfältig,8867-szorgalom
brav-1,  brav,141-akkuratus
brav-2,  brav,1782-derek
brav-3,  brav,4062-jo
ehrlich-1, ehrlich,141-akkuratus
ehrlich-2, ehrlich,2065-egyenes
ehrlich-3, ehrlich,2572-finom
ehrlich-4, ehrlich,3804-idomos
ehrlich-5,  ehrlich,5159-koser
Salzgrube-1,Salzgrube,142-akna
Spundloch-1,  Spundloch,142-akna
Spundloch-2,  Spundloch,6688-ontora
Spund-1, Spund,142-akna
Spund-2, Spund,1366-iscsap
Spund-3,  Spund,6688-ontora
Spund-4, Spund,8499-szad
Schacht-1,  Schacht,142-akna
Bergwerk-1,  Bergwerk,142-akna
Bergwerk-2,Bergwerk,547-banya
Bergwerk-3,  Bergwerk,547-banya
Kamin-1,  Kamin,142-akna
Kamin-2, Kamin,4345-kandallo
Kamin-3, Kamin,9556-tuz
Pulvergang-1,  Pulvergang,142-akna
Pulvergang-2,Pulvergang,6051-mina
Sprenggrube-1, Sprenggrube,142-akna
FadaubemitSpundloch-1,  Faßdaube mit Spundloch,142-akna
Visierstab-1,  Visierstab,142-akna
Visierstab-2,Visierstab,2856-fuzer
Seemine-1,  Seemine,142-akna
Tretmine-1, Tretmine,142-akna
GeschodesMinenwerfers-1, Geschoß des Minenwerfers,142-akna
Grubensteiger-1,  Grubensteiger,142-akna
MineurSoldat-1,  Mineur 〈Soldat〉 ,142-akna
OhmHohl-1,Ohm 〈Hohl-,143-ako
FlussigkeitsmahauptsfurWeinundGetreide-1, Flüssigkeitsmaß haupts für Wein und Getreide〉,143-ako
Visiereimer-1,  Visiereimer,143-ako
VisierstabzumOhmenderFasser-1, Visierstab zum Ohmen der Fässer ,143-ako
Pferche-1,Pferche,144-akol
Viehstall-1, Viehstall,144-akol
ArtFischergerat-1,  Art Fischergerät ,144-akol
ArtFischergerat-2, Art Fischergerät,2493-fento
ArtFischergerat-3,  Art Fischergerät,9041-tapogat
Kauderwelsch-1,Kauderwelsch,145-akombakom
Kauderwelsch-2, Kauderwelsch,3334-halandzsa
Gebabbel-1, Gebabbel,145-akombakom
Gekritzel-1,  Gekritzel,145-akombakom
Gekritzel-2,  Gekritzel,1558-csiricsare
Gekritzel-3,  Gekritzel,8588-szarkalab
gekritzeltSchrift-1,  gekritzelt 〈Schrift〉,145-akombakom
