ID,Language_ID,Headword,Part_Of_Speech,Year,Etymology,Loan
5762-madonna,Hungarian,madonna,,1552.0,Italian,true
5763-madrigal,Hungarian,madrigál,,1748.0,international word,true
5764-madzag,Hungarian,madzag,,1405.0,loan,true
5765-maffia,Hungarian,maffia,,1895.0,international word,true
5766-mafla,Hungarian,mafla,,1873.0,German,true
5767-mag,Hungarian,mag,,1086.0,,true
5768-maga,Hungarian,maga,,1372.0,lexicalized inflected word-form,true
5769-magan,Hungarian,magán,,1578.0,,true
5770-maganhangzo,Hungarian,magánhangzó,,1777.0,German,true
5771-magas,Hungarian,magas,,1086.0,uncertain,true
5772-magasztal,Hungarian,magasztal,,1372.0,,true
5773-magazin,Hungarian,magazin,,1693.0,Wanderwort,true
5774-magia,Hungarian,mágia,,1787.0,,true
5775-magisztratus,Hungarian,magisztrátus ∆,,1570.0,,true
5776-maglya,Hungarian,máglya,,1487.0,Slavic,true
5777-magnas,Hungarian,mágnás,,1705.0,Latin,true
5778-magnes,Hungarian,mágnes,,1577.0,Latin,true
5779-megnetofon,Hungarian,megnetofon,,1957.0,,true
5780-magol,Hungarian,magol,,1843.0,derived word,true
5781-magus,Hungarian,mágus,,1416.0,Latin,true
5782-magvavalo,Hungarian,magvaváló,,1667.0,compound,true
5783-magyal,Hungarian,magyal,,1193.0,unknown,true
5784-magyar,Hungarian,magyar,,1121.0,compound,true
5785-magyaraz,Hungarian,magyaráz,,1372.0,derived word,true
5786-mahagoni,Hungarian,mahagóni,,1788.0,international word,true
5787-maharadzsa,Hungarian,maharadzsa,,1883.0,international word,true
5788-mahomet,Hungarian,mahomet ×,,1872.0,,true
5789-maj,Hungarian,máj,,1405.0,Proto-Uralic,true
5790-majalis,Hungarian,majális,,1654.0,Latin,true
5791-majc,Hungarian,majc ×,,1435.0,unknown,true
5792-majdan,Hungarian,majdan ∆,,1372.0,,true
5793-majdnem,Hungarian,majdnem,,1816.0,compound,true
5794-majfolt,Hungarian,májfolt,,1791.0,German,true
5795-majolika,Hungarian,majolika,,1788.0,German,true
5796-majom,Hungarian,majom,,1334.0,Wanderwort,true
5797-majonez,Hungarian,majonéz,,1847.0,international word,true
5798-major,Hungarian,major¹ ×,,1330.0,loan,true
5799-major,Hungarian,major²,,1749.0,German,true
5800-marc,Hungarian,márc ×,,1138.0,,true
5801-marcipan,Hungarian,marcipán,,1544.0,German,true
5802-marcius,Hungarian,március,,1416.0,Latin,true
5803-marcona,Hungarian,marcona,,1456.0,unknown,true
5804-marcong,Hungarian,marcong ∆,,1561.0,,true
5805-marga,Hungarian,márga,,1774.0,Latin,true
5806-margareta,Hungarian,margaréta,,1541.0,Latin,true
5807-margarin,Hungarian,margarin,,1865.0,international word,true
5808-margo,Hungarian,margó,,1570.0,Latin,true
5809-marha,Hungarian,marha,,1358.0,loan,true
5810-marias,Hungarian,máriás¹ ×,,1639.0,derived word,true
5811-marias,Hungarian,máriás² ∆,,1787.0,loan,true
5812-mariauveg,Hungarian,máriaüveg,,1820.0,,true
5813-marjul,Hungarian,marjul ×,,1560.0,,true
5814-marka,Hungarian,márka¹,,1533.0,Wanderwort,true
5815-marka,Hungarian,márka²,,1854.0,German,true
5816-markans,Hungarian,markáns,,1888.0,German,true
5817-marki,Hungarian,márki,,1658.0,international word,true
5818-markiroz,Hungarian,markíroz ∆,,1802.0,German,true
5819-markotany,Hungarian,markotány ∆,,1664.0,,true
5820-marmelad,Hungarian,marmelád ∆,,1820.0,German,true
5821-marna,Hungarian,márna,,1590.0,Slavic,true
5822-marodi,Hungarian,maródi ×,,1704.0,German,true
5823-marok,Hungarian,marok,,1237.0,Proto-Ugric,true
5824-maroni,Hungarian,maróni ∆,,1788.0,German,true
5825-mars,Hungarian,mars,,1676.0,German,true
5826-marsall,Hungarian,marsall,,1561.0,loan,true
5827-marsruta,Hungarian,marsruta ∆,,1704.0,German,true
5828-mart,Hungarian,mart ×,,1215.0,derived word,true
5829-mart,Hungarian,márt,,1416.0,Proto-Ugric,true
5830-martalek,Hungarian,martalék,,1527.0,derived word,true
5831-martaloc,Hungarian,martalóc ∆,,1494.0,Ottoman-Turkic,true
5832-martir,Hungarian,mártír,,1335.0,,true
5833-marvany,Hungarian,márvány,,1417.0,Wanderwort,true
5834-marxista,Hungarian,marxista,,1897.0,,true
5835-marxizmus,Hungarian,marxizmus,,1899.0,international word,true
5836-mas,Hungarian,más,,1372.0,Proto-Finno-Ugric,true
5837-masamod,Hungarian,masamód ∆,,1808.0,loan,true
5838-masina,Hungarian,masina ×,,1771.0,,true
5839-masiroz,Hungarian,masíroz ×,,1685.0,,true
5840-maskara,Hungarian,maskara,,1558.0,loan,true
5841-maskarade,Hungarian,maskarádé ∆,,1789.0,German,true
5842-maslas,Hungarian,máslás ∆,,1558.0,derived word,true
5843-masni,Hungarian,masni,,1651.0,loan,true
5844-masod,Hungarian,másod,,1372.0,derived word,true
5845-masodfu,Hungarian,másodfű ×,,1395.0,compound,true
5846-masodperc,Hungarian,másodperc,,1817.0,compound,true
5847-masol,Hungarian,másol,,1416.0,derived word,true
5848-massalhangzo,Hungarian,mássalhangzó,,1780.0,Latin,true
5849-masutt,Hungarian,másutt,,1495.0,,true
5850-maszat,Hungarian,maszat,,1759.0,,true
5851-maszek,Hungarian,maszek,,1955.0,blending,true
5852-maszik,Hungarian,mászik,,1214.0,unknown,true
5853-maszk,Hungarian,maszk,,1764.0,,true
5854-maszlag,Hungarian,maszlag,,1544.0,Wanderwort,true
5855-massza,Hungarian,massza,,1578.0,Latin,true
5856-masszazs,Hungarian,masszázs,,1883.0,,true
5857-massziv,Hungarian,masszív,,1750.0,international word,true
5858-mat,Hungarian,mat †,,1211.0,,true
5859-matador,Hungarian,matador,,1787.0,international word,true
5860-matasz,Hungarian,matász ×,,1599.0,Wanderwort,true
5861-matematikus,Hungarian,matematikus,,1559.0,,true
5862-materia,Hungarian,matéria,,1547.0,,true
5863-matine,Hungarian,matiné ∆,,1847.0,international word,true
5864-matka,Hungarian,mátka,,1229.0,Slavic,true
5865-matrac,Hungarian,matrac,,1395.0,Wanderwort,true
5866-matrica,Hungarian,matrica,,1865.0,international word,true
5867-majoranna,Hungarian,majoránna,,1516.0,Latin,true
5868-majorsag,Hungarian,majorság ×,,1527.0,derived word,true
5869-majszol,Hungarian,majszol,,1649.0,,true
5870-majszter,Hungarian,majszter ×,,1611.0,German,true
5871-majus,Hungarian,május,,1416.0,Latin,true
5872-mak,Hungarian,mák,,1274.0,Slavic,true
5873-makacs,Hungarian,makacs,,1750.0,unknown,true
5874-makadam,Hungarian,makadám,,1840.0,English,true
5875-makaroni,Hungarian,makaróni,,1709.0,international word,true
5876-makett,Hungarian,makett,,1951.0,international word,true
5877-makk,Hungarian,makk,,1138.0,unknown,true
5878-makog,Hungarian,makog,,1673.0,onomatopoetic,true
5879-makrancos,Hungarian,makrancos,,1770.0,,true
5880-makrapipa,Hungarian,makrapipa ∆,,1793.0,compound,true
5881-makula,Hungarian,makula ∆,,1518.0,Latin,true
5882-makulatura,Hungarian,makulatúra,,1796.0,Latin,true
5883-mal,Hungarian,mál ×,,1156.0,,true
5884-malac,Hungarian,malac,,1333.0,Slovenian,true
5885-malagy,Hungarian,malágy ×,,1333.0,,true
5886-malaj,Hungarian,maláj,,1808.0,international word,true
5887-malaka,Hungarian,maláka ∆,,1244.0,Croatian or Serbian,true
5888-malaria,Hungarian,malária,,1876.0,international word,true
5889-malaszt,Hungarian,malaszt,,1138.0,Slavic,true
5890-malata,Hungarian,maláta,,1395.0,Slavic,true
5891-male,Hungarian,málé,,1600.0,Romanian,true
5892-malha,Hungarian,málha,,1405.0,loan,true
5893-maliciozus,Hungarian,maliciózus,,1793.0,,true
5894-malinko,Hungarian,málinkó ×,,1800.0,,true
5895-mallik,Hungarian,mállik,,1779.0,unknown,true
5896-malna,Hungarian,málna,,1366.0,Slavic,true
5897-malom,Hungarian,malom,,1075.0,Slavic,true
5898-malter,Hungarian,malter,,1787.0,loan,true
5899-malyva,Hungarian,mályva,,1395.0,Latin,true
5900-mama,Hungarian,mama,,1712.0,uncertain,true
5901-mama,Hungarian,máma,,1778.0,compound,true
5902-mamaliga,Hungarian,mamaliga ×,,1781.0,Romanian,true
5903-mameluk,Hungarian,mameluk ∆,,1613.0,Wanderwort,true
5904-mamlasz,Hungarian,mamlasz,,1803.0,Slovakian,true
5905-mammon,Hungarian,mammon ∆,,1416.0,Latin,true
5906-mamoros,Hungarian,mámoros,,1781.0,,true
5907-mamusz,Hungarian,mamusz ×,,1838.0,uncertain,true
5908-mamut,Hungarian,mamut,,1678.0,international word,true
5909-mancs,Hungarian,mancs¹,,1781.0,Slavic,true
5910-mancs,Hungarian,mancs²,,1837.0,unknown,true
5911-mandarin,Hungarian,mandarin¹,,1757.0,international word,true
5912-mandarin,Hungarian,mandarin²,,1845.0,international word,true
5913-mandatum,Hungarian,mandátum,,1510.0,Latin,true
5914-mandli,Hungarian,mándli ×,,1620.0,loan,true
5915-mandolin,Hungarian,mandolin,,1837.0,international word,true
5916-mandula,Hungarian,mandula,,1328.0,loan,true
5917-mandzsetta,Hungarian,mandzsetta ∆,,1704.0,German,true
5918-mandzsu,Hungarian,mandzsu,,1798.0,international word,true
5919-mangalica,Hungarian,mangalica,,1791.0,Croatian or Serbian,true
5920-mangold,Hungarian,mangold,,1621.0,loan,true
5921-mangorol,Hungarian,mángorol ×,,1661.0,loan,true
5922-mania,Hungarian,mánia,,1791.0,,true
5923-manikur,Hungarian,manikűr,,1904.0,international word,true
5924-manipulacio,Hungarian,manipuláció,,1788.0,,true
5925-manko,Hungarian,mankó,,1216.0,loan,true
5926-manna,Hungarian,manna,,1372.0,Latin,true
5927-mano,Hungarian,manó,,1679.0,paronymy,true
5928-manover,Hungarian,manőver,,1790.0,German,true
5929-manusz,Hungarian,manusz,,1900.0,Romani,true
5930-manzard,Hungarian,manzárd,,1793.0,international word,true
5931-mappa,Hungarian,mappa,,1603.0,Latin,true
5932-mar,Hungarian,mar¹,,1138.0,Proto-Uralic,true
5933-mar,Hungarian,mar²,,1570.0,Proto-Uralic,true
5934-mar,Hungarian,már,,1372.0,internal,true
5935-marad,Hungarian,marad,,1138.0,,true
5936-maraz,Hungarian,maráz ∆,,1211.0,Slavic,true
5937-marazsa,Hungarian,marázsa ×,,1728.0,Slavic,true
5938-matrikula,Hungarian,matrikula ∆,,1655.0,Latin,true
5939-matrona,Hungarian,matróna ∆,,1621.0,Latin,true
5940-matroz,Hungarian,matróz,,1763.0,German,true
5941-matt,Hungarian,matt¹,,1833.0,German,true
5942-matt,Hungarian,matt²,,1843.0,international word,true
5943-matula,Hungarian,matula †,,1568.0,Latin,true
5944-matuzsalem,Hungarian,matuzsálem,,1787.0,,true
5945-matyas,Hungarian,mátyás †,,1786.0,onomatopoetic,true
5946-matyo,Hungarian,matyó,,1809.0,uncertain,true
5947-mauzoleum,Hungarian,mauzóleum,,1604.0,Latin,true
5948-maximum,Hungarian,maximum,,1830.0,,true
5949-maz,Hungarian,máz,,1490.0,Slavic,true
5950-mazalin,Hungarian,mazalin †,,1363.0,uncertain,true
5951-mazli,Hungarian,mázli,,1882.0,German,true
5952-mazola,Hungarian,mázola ×,,1395.0,,true
5953-mazolan,Hungarian,mazolán ×,,1618.0,loan,true
5954-mazur,Hungarian,mazur¹ ×,,1550.0,,true
5955-mazur,Hungarian,mazúr² †,,1574.0,,true
5956-mazurka,Hungarian,mazurka,,1799.0,international word,true
5957-mazsa,Hungarian,mázsa,,1255.0,loan,true
5958-mazsola,Hungarian,mazsola,,1533.0,loan,true
5959-mec,Hungarian,méc ∆,,1368.0,loan,true
5960-mecenas,Hungarian,mecénás,,1604.0,Latin,true
5961-mechanikus,Hungarian,mechanikus,,1778.0,,true
5962-mecs,Hungarian,mécs,,1211.0,Wanderwort,true
5963-meccs,Hungarian,meccs,,1879.0,English,true
5964-mecset,Hungarian,mecset,,1578.0,,true
5965-medal,Hungarian,medál ∆,,1584.0,,true
5966-meddig,Hungarian,meddig,,1535.0,lexicalized inflected word-form,true
5967-meddo,Hungarian,meddő,,1208.0,uncertain,true
5968-medence,Hungarian,medence,,1395.0,Slavic,true
5969-meder,Hungarian,meder,,1788.0,unknown,true
5970-medikus,Hungarian,medikus,,1588.0,,true
5971-medital,Hungarian,meditál,,1572.0,,true
5972-medium,Hungarian,médium,,1610.0,Latin,true
5973-meduza,Hungarian,medúza,,1708.0,Latin,true
5974-medve,Hungarian,medve,,1138.0,,true
5975-meg,Hungarian,meg¹,,1372.0,lexicalized inflected word-form,true
5976-meg,Hungarian,meg²,,1474.0,change of word class,true
5977-meg,Hungarian,még,,1372.0,paronymy,true
5978-megannyi,Hungarian,megannyi,,1519.0,compound,true
5979-meggargyul,Hungarian,meggárgyul,,1854.0,compound,true
5980-meghitt,Hungarian,meghitt,,1589.0,derived word,true
5981-megint,Hungarian,megint,,1506.0,,true
5982-meglehetos,Hungarian,meglehetős,,1650.0,derived word,true
5983-meglett,Hungarian,meglett,,1774.0,semantic change,true
5984-megvalt,Hungarian,megvált,,1456.0,compound,true
5985-megy,Hungarian,megy¹,,1055.0,Proto-Uralic,true
5986-megy,Hungarian,megy² ×,,1367.0,unknown,true
5987-megye,Hungarian,megye,,1055.0,Croatian or Serbian,true
5988-meggy,Hungarian,meggy,,1220.0,Proto-Finno-Ugric,true
5989-meh,Hungarian,méh¹,,1138.0,Proto-Finno-Ugric,true
5990-meh,Hungarian,méh²,,1405.0,Slavic,true
5991-mekeg,Hungarian,mekeg,,1546.0,onomatopoetic,true
5992-mela,Hungarian,méla,,1787.0,unknown,true
5993-melak,Hungarian,melák,,1780.0,German,true
5994-melankolia,Hungarian,melankólia,,1577.0,,true
5995-melasz,Hungarian,melasz,,1854.0,international word,true
5996-meleg,Hungarian,meleg,,1002.0,Proto-Ugric,true
5997-mell,Hungarian,mell,,1342.0,Proto-Finno-Ugric,true
5998-mellek,Hungarian,mellék,,1329.0,derived word,true
5999-melleknev,Hungarian,melléknév,,1777.0,compound,true
6000-melleny,Hungarian,mellény,,1815.0,internal,true
6001-mellesleg,Hungarian,mellesleg,,1561.0,lexicalized inflected word-form,true
6002-mellett,Hungarian,mellett,,1372.0,,true
6003-mellkas,Hungarian,mellkas,,1828.0,German,true
6004-melloz,Hungarian,mellőz,,1706.0,derived word,true
6005-mellso,Hungarian,mellső,,1808.0,internal,true
6006-melo,Hungarian,meló,,1877.0,German,true
6007-melodia,Hungarian,melódia,,1608.0,Latin,true
6008-meltan,Hungarian,méltán,,1416.0,lexicalized inflected word-form,true
6009-meltany,Hungarian,méltány ∆,,1808.0,,true
6010-melto,Hungarian,méltó,,1211.0,,true
6011-mely,Hungarian,mely,,1372.0,lexicalized inflected word-form,true
6012-mely,Hungarian,mély,,1075.0,Proto-Ugric,true
6013-memoria,Hungarian,memória,,1591.0,,true
6014-men,Hungarian,mén¹,,1138.0,unknown,true
6015-men,Hungarian,mén² ×,,1577.0,Proto-Uralic,true
6016-mezesmazos,Hungarian,mézesmázos,,1792.0,compound,true
6017-mezga,Hungarian,mézga,,1560.0,Slavic,true
6018-mezgerel,Hungarian,mezgerél ×,,1608.0,derived word,true
6019-mezitlabbal,Hungarian,mezítlábbal ∆,,1519.0,,true
6020-mezo,Hungarian,mező,,1055.0,derived word,true
6021-mezony,Hungarian,mezőny,,1860.0,internal,true
6022-meztelen,Hungarian,meztelen,,1270.0,derived word,true
6023-mezsgye,Hungarian,mezsgye,,1206.0,Bulgarian,true
6024-mi,Hungarian,mi¹,,1372.0,Proto-Uralic,true
6025-mi,Hungarian,mi²,,1416.0,Proto-Uralic,true
6026-mia,Hungarian,miá ∆,,1550.0,,true
6027-miatyank,Hungarian,miatyánk,,1538.0,Latin,true
6028-miazma,Hungarian,miazma ∆,,1763.0,loan,true
6029-micisapka,Hungarian,micisapka,,1927.0,compound,true
6030-mider,Hungarian,míder ∆,,1779.0,German,true
6031-midon,Hungarian,midőn ∆,,1410.0,blending,true
6032-mienk,Hungarian,mienk,,1416.0,lexicalized inflected word-form,true
6033-mig,Hungarian,míg,,1372.0,lexicalized inflected word-form,true
6034-migren,Hungarian,migrén,,1705.0,international word,true
6035-mihaszna,Hungarian,mihaszna,,1783.0,internal,true
6036-mihok,Hungarian,mihók ×,,1759.0,internal,true
6037-mikrokozmosz,Hungarian,mikrokozmosz,,1636.0,,true
6038-mikulas,Hungarian,mikulás,,1856.0,Slovakian,true
6039-mile,Hungarian,mile ×,,1606.0,loan,true
6040-militarizal,Hungarian,militarizál,,1796.0,,true
6041-milliard,Hungarian,milliárd,,1795.0,German,true
6042-millimeter,Hungarian,milliméter,,1811.0,,true
6043-milling,Hungarian,milling ×,,1756.0,unknown,true
6044-millio,Hungarian,millió,,1708.0,Latin,true
6045-milliom,Hungarian,milliom ∆,,1640.0,,true
6046-milyen,Hungarian,milyen,,1748.0,,true
6047-millye,Hungarian,millye ∆,,1530.0,,true
6048-mimel,Hungarian,mímel,,1811.0,internal,true
6049-mimika,Hungarian,mimika,,1808.0,international word,true
6050-ismimoza,Hungarian,ismimóza,,1787.0,loan,true
6051-mina,Hungarian,mina ∆,,1683.0,loan,true
6052-minaret,Hungarian,minaret,,1798.0,international word,true
6053-mind,Hungarian,mind,,1372.0,internal,true
6054-mindenhato,Hungarian,mindenható,,1372.0,compound,true
6055-mindig,Hungarian,mindig,,1772.0,lexicalized inflected word-form,true
6056-mindszent,Hungarian,mindszent,,1500.0,,true
6057-mini,Hungarian,mini,,1967.0,international word,true
6058-miniatur,Hungarian,miniatur ∆,,1791.0,,true
6059-minimum,Hungarian,minimum,,1843.0,,true
6060-minimalis,Hungarian,minimális,,1880.0,international word,true
6061-ministral,Hungarian,ministrál,,1699.0,,true
6062-miniszter,Hungarian,miniszter,,1372.0,,true
6063-minium,Hungarian,mínium,,1585.0,Latin,true
6064-minorita,Hungarian,minorita,,1620.0,loan,true
6065-mint,Hungarian,mint,,1527.0,lexicalized inflected word-form,true
6066-minta,Hungarian,minta,,1772.0,internal,true
6067-mintegy,Hungarian,mintegy,,1557.0,compound,true
6068-minusz,Hungarian,mínusz,,1577.0,Latin,true
6069-minuta,Hungarian,minuta ∆,,1559.0,,true
6070-minyon,Hungarian,minyon,,1854.0,German,true
6071-miogat,Hungarian,miogat,,1590.0,,true
6072-miora,Hungarian,mióra ×,,1548.0,,true
6073-mirelit,Hungarian,mirelit,,1955.0,,true
6074-mirha,Hungarian,mirha,,1416.0,Latin,true
6075-mirigy,Hungarian,mirigy,,1513.0,unknown,true
6076-mirtusz,Hungarian,mirtusz,,1533.0,Latin,true
6077-mise,Hungarian,mise,,1372.0,Wanderwort,true
6078-miskar,Hungarian,miskár ×,,1767.0,,true
6079-miskulancia,Hungarian,miskulancia,,1664.0,Latin,true
6080-misling,Hungarian,misling ∆,,,loan,true
6081-mismas,Hungarian,mismás,,1776.0,German,true
6082-miszer,Hungarian,miszer ∆,,1458.0,Ottoman-Turkic,true
6083-miszlikbe,Hungarian,miszlikbe,,1882.0,lexicalized inflected word-form,true
6084-misszionarius,Hungarian,misszionárius,,1757.0,,true
6085-misztikus,Hungarian,misztikus,,1792.0,,true
6086-mitesszer,Hungarian,mitesszer,,1888.0,German,true
6087-mitologia,Hungarian,mitológia,,1789.0,Latin,true
6088-mitosz,Hungarian,mítosz,,1805.0,,true
6089-mitugrasz,Hungarian,mitugrász,,1860.0,internal,true
6090-mixer,Hungarian,mixer,,1928.0,international word,true
6091-mizeria,Hungarian,mizéria,,1835.0,Latin,true
6092-mizser,Hungarian,mizser †,,1216.0,Turkic,true
6093-menazsi,Hungarian,menázsi ∆,,1865.0,loan,true
6094-mendemonda,Hungarian,mendemonda,,1628.0,compound,true
6095-mendikal,Hungarian,mendikál ×,,1609.0,,true
6096-mene,Hungarian,mené †,,1519.0,lexicalized inflected word-form,true
6097-menedek,Hungarian,menedék,,1493.0,derived word,true
6098-menekedik,Hungarian,menekedik,,1372.0,,true
6099-menekul,Hungarian,menekül,,1841.0,,true
6100-menik,Hungarian,menik †,,1508.0,Proto-Finno-Ugric,true
6101-menstruacio,Hungarian,menstruáció,,1865.0,,true
6102-ment,Hungarian,ment¹,,1416.0,derived word,true
6103-ment,Hungarian,ment² ∆,,1508.0,derived word,true
6104-menta,Hungarian,menta,,1395.0,Latin,true
6105-mente,Hungarian,mente ∆,,1543.0,Wanderwort,true
6106-menten,Hungarian,menten,,1531.0,,true
6107-mentol,Hungarian,mentol,,1897.0,,true
6108-mentor,Hungarian,mentor ∆,,1790.0,international word,true
6109-mentol,Hungarian,mentől ×,,1416.0,,true
6110-mentsvar,Hungarian,mentsvár,,1798.0,compound,true
6111-menu,Hungarian,menü,,1875.0,international word,true
6112-menuett,Hungarian,menüett,,1736.0,international word,true
6113-menza,Hungarian,menza,,1716.0,Latin,true
6114-meny,Hungarian,meny,,1354.0,Proto-Uralic,true
6115-menyasszony,Hungarian,menyasszony,,1405.0,compound,true
6116-menyegzo,Hungarian,menyegző,,1380.0,,true
6117-menyekezik,Hungarian,menyekezik †,,1416.0,derived word,true
6118-menyet,Hungarian,menyét,,1230.0,derived word,true
6119-menyhal,Hungarian,menyhal,,1395.0,compound,true
6120-menny,Hungarian,menny,,1372.0,Proto-Finno-Ugric,true
6121-mennydorog,Hungarian,mennydörög,,1513.0,compound,true
6122-mennyezet,Hungarian,mennyezet,,1416.0,derived word,true
6123-mennyi,Hungarian,mennyi,,1372.0,derived word,true
6124-menyul,Hungarian,menyül ×,,1488.0,,true
6125-meo,Hungarian,meó,,1956.0,internal,true
6126-mer,Hungarian,mer¹,,1340.0,Proto-Ugric,true
6127-mer,Hungarian,mer²,,1372.0,Proto-Ugric,true
6128-mer,Hungarian,mér,,1372.0,uncertain,true
6129-meraz,Hungarian,meráz †,,1456.0,unknown,true
6130-merce,Hungarian,mérce,,1395.0,Slavic,true
6131-mered,Hungarian,mered,,1508.0,,true
6132-meredek,Hungarian,meredek,,1436.0,derived word,true
6133-mereg,Hungarian,méreg,,1275.0,uncertain,true
6134-mereglye,Hungarian,mereglye ×,,1550.0,unknown,true
6135-mereng,Hungarian,mereng,,1623.0,derived word,true
6136-mereny,Hungarian,merény ∆,,1827.0,,true
6137-merev,Hungarian,merev,,1778.0,internal,true
6138-merevedik,Hungarian,merevedik,,1527.0,,true
6139-merfold,Hungarian,mérföld,,1372.0,compound,true
6140-merino,Hungarian,merinó,,1828.0,international word,true
6141-merkoce,Hungarian,merkőce ×,,1827.0,Croatian or Serbian,true
6142-merkozik,Hungarian,mérkőzik,,1789.0,derived word,true
6143-merleg,Hungarian,mérleg,,1823.0,internal,true
6144-mero,Hungarian,merő,,1341.0,Proto-Uralic,true
6145-meroleges,Hungarian,merőleges,,1834.0,internal,true
6146-merre,Hungarian,merre,,1595.0,,true
6147-mersekel,Hungarian,mérsékel,,1585.0,derived word,true
6148-mert,Hungarian,mert,,1372.0,paronymy,true
6149-mertan,Hungarian,mértan,,1827.0,German,true
6150-merv,Hungarian,mérv ∆,,1844.0,internal,true
6151-mese,Hungarian,mese,,1333.0,Proto-Ugric,true
6152-messias,Hungarian,messiás,,1416.0,Latin,true
6153-mester,Hungarian,mester,,1181.0,loan,true
6154-mesz,Hungarian,mész,,1200.0,unknown,true
6155-meszaros,Hungarian,mészáros,,1395.0,,true
6156-meszarszek,Hungarian,mészárszék ∆,,1512.0,compound,true
6157-messze,Hungarian,messze,,1372.0,,true
6158-messzely,Hungarian,messzely ∆,,1495.0,loan,true
6159-mesztic,Hungarian,mesztic,,1802.0,German,true
6160-met,Hungarian,met †,,1211.0,,true
6161-met,Hungarian,mét ×,,1585.0,uncertain,true
6162-meta,Hungarian,méta ∆,,1653.0,Latin,true
6163-metan,Hungarian,metán,,1883.0,international word,true
6164-metely,Hungarian,métely,,1470.0,Slavic,true
6165-meteng,Hungarian,meténg ×,,1516.0,unknown,true
6166-meteor,Hungarian,meteor,,1822.0,,true
6167-meteorologia,Hungarian,meteorológia,,1806.0,,true
6168-meter,Hungarian,méter,,1837.0,international word,true
6169-metro,Hungarian,metró,,1927.0,international word,true
6170-metropolis,Hungarian,metropolis,,1587.0,Latin,true
6171-metropolita,Hungarian,metropolita,,1792.0,Latin,true
6172-mez,Hungarian,mez,,1770.0,internal,true
6173-mez,Hungarian,méz,,1138.0,Proto-Finno-Ugric,true
6174-moc,Hungarian,móc,,1614.0,Romanian,true
6175-moccan,Hungarian,moccan,,1519.0,,true
6176-mocsar,Hungarian,mocsár,,1231.0,Slavic,true
6177-mocsing,Hungarian,mócsing,,1803.0,loan,true
6178-mocsok,Hungarian,mocsok,,1233.0,internal,true
6179-mocsolya,Hungarian,mocsolya ×,,1138.0,Slavic,true
6180-mod,Hungarian,mód,,1323.0,Latin,true
6181-modell,Hungarian,modell,,1789.0,international word,true
6182-moderal,Hungarian,moderál,,1592.0,Latin,true
6183-modern,Hungarian,modern,,1799.0,,true
6184-modi,Hungarian,módi ∆,,1695.0,German,true
6185-modor,Hungarian,modor,,1815.0,internal,true
6186-modszer,Hungarian,módszer,,1803.0,compound,true
6187-mogorva,Hungarian,mogorva,,1615.0,unknown,true
6188-mogyoro,Hungarian,mogyoró,,1055.0,derived word,true
6189-moh,Hungarian,moh¹,,1270.0,,true
6190-moh,Hungarian,moh² †,,1380.0,,true
6191-mohamedan,Hungarian,mohamedán,,1757.0,international word,true
6192-moher,Hungarian,moher,,1549.0,Wanderwort,true
6193-mohikan,Hungarian,mohikán,,1836.0,English,true
6194-moka,Hungarian,móka,,1840.0,loan,true
6195-mokany,Hungarian,mokány,,1678.0,Romanian,true
6196-mokasszin,Hungarian,mokasszín,,1818.0,,true
6197-mokka,Hungarian,mokka,,1796.0,German,true
6198-mokus,Hungarian,mókus,,1348.0,derived word,true
6199-molekula,Hungarian,molekula,,1858.0,international word,true
6200-molesztal,Hungarian,molesztál,,1594.0,Latin,true
6201-molett,Hungarian,molett,,1884.0,loan,true
6202-molnar,Hungarian,molnár,,1275.0,Slavic,true
6203-molo,Hungarian,móló,,1796.0,international word,true
6204-molva,Hungarian,molva ×,,1240.0,,true
6205-moly,Hungarian,moly,,1395.0,Slavic,true
6206-molyhos,Hungarian,molyhos,,1807.0,,true
6207-moholy,Hungarian,moholy,,1807.0,paronymy,true
6208-momentum,Hungarian,momentum,,1621.0,Latin,true
6209-momortika,Hungarian,momortika †,,1542.0,Latin,true
6210-monarchia,Hungarian,monarchia,,1544.0,,true
6211-mond,Hungarian,mond,,1202.0,Proto-Uralic,true
6212-monda,Hungarian,monda,,1759.0,internal,true
6213-mondur,Hungarian,mondúr ∆,,1704.0,loan,true
6214-mondvacsinalt,Hungarian,mondvacsinált,,1760.0,compound,true
6215-mongol,Hungarian,mongol,,1750.0,Wanderwort,true
6216-monitor,Hungarian,monitor,,1869.0,international word,true
6217-monnal,Hungarian,monnal †,,1416.0,internal,true
6218-monno,Hungarian,monnó,,1372.0,internal,true
6219-monogram,Hungarian,monogram,,1847.0,international word,true
6220-monoh,Hungarian,monoh †,,1211.0,loan,true
6221-monokli,Hungarian,monokli ∆,,1855.0,international word,true
6222-monolog,Hungarian,monológ,,1803.0,,true
6223-monopolium,Hungarian,monopólium,,1790.0,,true
6224-monopolizal,Hungarian,monopolizál,,1795.0,,true
6225-monostor,Hungarian,monostor,,1219.0,,true
6226-monoton,Hungarian,monoton,,1806.0,international word,true
6227-monstrum,Hungarian,monstrum,,1552.0,Latin,true
6228-monszun,Hungarian,monszun,,1801.0,international word,true
6229-monumentum,Hungarian,monumentum,,1620.0,,true
6230-mony,Hungarian,mony ×,,1138.0,Proto-Uralic,true
6231-mopszli,Hungarian,mopszli,,1761.0,,true
6232-mor,Hungarian,mór¹,,1570.0,Latin,true
